LON      	LAT     	DEPTH	MAG 	MAGxMAG	EVENTID	AUTHOR   	DATE      	TIME       	DEPFIX	DEPQUAL	AUTHOR   	TYPE  						
-78.199	-1.084	10	4.5	20.25	610832587	ISC-EHB  	18/08/2008	41:29.7	TRUE  	L3     	ISC      	mb    						
-80.945	-5.913	35.8	4.5	20.25	610832597	ISC-EHB  	18/08/2008	38:07.2	TRUE  	L2     	ISC      	mb    	GCMT     	MW    	5.1			
-74.301	-8.337	156	5.1	26.01	610832645	ISC-EHB  	22/08/2008	03:25.4	      	L1     	ISC      	mb    	GCMT     	MW    	5.2			
-74.374	-7.642	152.4	5.8	33.64	610832695	ISC-EHB  	26/08/2008	00:36.2	      	L1     	ISC      	mb    	GCMT     	MW    	6.4			
-73.488	-14.75	61.7	4.2	17.64	610832729	ISC-EHB  	29/08/2008	05:28.7	      	L1     	ISC      	mb    						
-75.905	-14.272	44.8	4.4	19.36	610832830	ISC-EHB  	5/09/2008	30:01.8	      	L1     	ISC      	mb    	ISC      	MS    	3.8			
-73.597	-16.178	38	5.2	27.04	610833015	ISC-EHB  	20/09/2008	43:05.2	      	L1     	ISC      	mb    	ISC      	MS    	4.8	GCMT     	MW    	5.4
-74.707	-15.971	44.7	4.5	20.25	610833082	ISC-EHB  	26/09/2008	33:59.6	TRUE  	L3     	ISC      	mb    	ISC      	MS    	4.1			
-68.975	-18.448	129	4.9	24.01	610833226	ISC-EHB  	6/10/2008	18:27.6	      	L1     	ISC      	mb    						
-72.042	-15.092	95	4.6	21.16	610833344	ISC-EHB  	15/10/2008	17:51.4	TRUE  	L1     	ISC      	mb    	GCMT     	MW    	5			
-74.335	-7.134	159.2	4.2	17.64	610833366	ISC-EHB  	17/10/2008	17:20.2	      	L1     	ISC      	mb    						
-76.669	-3.79	105.7	4	16	610833375	ISC-EHB  	18/10/2008	22:26.6	      	L1     	ISC      	mb    						
-77.161	-2.051	154.3	4.2	17.64	610833371	ISC-EHB  	18/10/2008	42:01.7	      	L2     	ISC      	mb    						
-77.198	-12.578	38.5	4.1	16.81	610833557	ISC-EHB  	1/11/2008	40:29.6	      	L2     	ISC      	mb    	ISC      	MS    	4.3			
-69.282	-18.496	109.5	4.8	23.04	610833581	ISC-EHB  	3/11/2008	46:32.1	      	L1     	ISC      	mb    						
-78.58	-9.902	67.8	4.5	20.25	610833595	ISC-EHB  	4/11/2008	20:38.5	      	L1     	ISC      	mb    						
-79.264	-8.83	64.7	4.4	19.36	610833674	ISC-EHB  	10/11/2008	00:29.4	      	L1     	ISC      	mb    						
-74.483	-7.587	153.6	4.7	22.09	610833693	ISC-EHB  	12/11/2008	22:04.8	      	L1     	ISC      	mb    						
-68.731	-16.74	217.2	4	16	610833728	ISC-EHB  	15/11/2008	49:37.1	      	L1     	ISC      	mb    						
-74.42	-7.84	148.3	5.1	26.01	610833796	ISC-EHB  	19/11/2008	49:52.8	      	L1     	ISC      	mb    						
-75.808	-9.102	35	4.9	24.01	610833837	ISC-EHB  	22/11/2008	25:51.8	TRUE  	L3     	ISC      	mb    	ISC      	MS    	5.1			
-73.475	-15.89	71.9	5	25	610833883	ISC-EHB  	27/11/2008	04:56.7	      	L1     	ISC      	mb    	GCMT     	MW    	5			
-75.597	-11.498	80	4.7	22.09	610833921	ISC-EHB  	1/12/2008	05:08.4	TRUE  	L1     	ISC      	mb    						
-74.151	-15.703	66.4	4.2	17.64	610833956	ISC-EHB  	5/12/2008	00:25.6	      	L1     	ISC      	mb    						
-79.579	-3.844	93.4	4.3	18.49	610834058	ISC-EHB  	12/12/2008	26:02.4	      	L2     	ISC      	mb    						
-81.448	-5.536	29.7	3.9	15.21	610834199	ISC-EHB  	21/12/2008	49:12.7	      	L2     	ISC      	mb    						
-69.087	-17.673	151.7	4.6	21.16	610834210	ISC-EHB  	22/12/2008	52:41.7	TRUE  	L2     	ISC      	mb    	GCMT     	MW    	5			
-76.412	-3.84	112	4.1	16.81	610834239	ISC-EHB  	24/12/2008	47:11.6	      	L1     	ISC      	mb    						
-75.508	-8.429	10	4.4	19.36	610834314	ISC-EHB  	30/12/2008	51:33.3	TRUE  	L3     	ISC      	mb    						
-75.913	-8.823	35	4.9	24.01	610834321	ISC-EHB  	31/12/2008	23:43.2	TRUE  	L3     	ISC      	mb    	ISC      	MS    	4.5			
-74.532	-9.89	38.4	4.7	22.09	610834648	ISC-EHB  	7/01/2009	25:18.6	      	L2     	ISC      	mb    	ISC      	MS    	3.8			
-78.193	-2.597	106.6	4.5	20.25	610834651	ISC-EHB  	7/01/2009	35:24.3	      	L1     	ISC      	mb    						
-69.352	-15.877	239.6	4.3	18.49	610834655	ISC-EHB  	7/01/2009	16:50.7	      	L2     	ISC      	mb    						
-74.388	-15.829	42.7	4.7	22.09	610834733	ISC-EHB  	15/01/2009	37:59.6	      	L2     	ISC      	mb    						
-75.13	-14.088	76.1	4.7	22.09	610834780	ISC-EHB  	18/01/2009	37:00.9	      	L1     	ISC      	mb    						
-75.607	-11.878	10	4.6	21.16	610834829	ISC-EHB  	21/01/2009	17:03.3	TRUE  	L3     	ISC      	mb    						
-67.853	-18.992	173.9	5	25	610834876	ISC-EHB  	24/01/2009	30:17.1	      	L1     	ISC      	mb    	GCMT     	MW    	5.1			
-74.807	-15.933	38.2	4.5	20.25	610834889	ISC-EHB  	26/01/2009	50:00.7	TRUE  	L3     	ISC      	mb    	ISC      	MS    	4.2			
-71.489	-8.166	607.4	5.2	27.04	610834935	ISC-EHB  	29/01/2009	28:05.9	      	L1     	ISC      	mb    	GCMT     	MW    	5.6			
-76.711	-13.62	25.2	5.6	31.36	610834967	ISC-EHB  	2/02/2009	53:22.3	TRUE  	L2     	ISC      	mb    	ISC      	MS    	5.7	GCMT     	MW    	6
-72.785	-16.55	72	4.7	22.09	610834971	ISC-EHB  	3/02/2009	14:21.2	      	L1     	ISC      	mb    						
-81.105	-6.683	15	5.1	26.01	610835012	ISC-EHB  	8/02/2009	23:08.9	TRUE  	L3     	ISC      	mb    	ISC      	MS    	4.3			
-78.995	-2.677	82.6	4.8	23.04	610835011	ISC-EHB  	8/02/2009	49:24.0	      	L1     	ISC      	mb    	GCMT     	MW    	5			
-76.548	-7.669	137.8	4.5	20.25	610835006	ISC-EHB  	8/02/2009	30:47.4	      	L1     	ISC      	mb    						
-81.215	-6.644	15	5.5	30.25	610835019	ISC-EHB  	9/02/2009	09:02.7	TRUE  	L3     	ISC      	mb    	ISC      	MS    	5.5	GCMT     	MW    	5.9
-74.012	-8.522	164.3	5.1	26.01	610835195	ISC-EHB  	13/02/2009	18:36.8	      	L1     	ISC      	mb    						
-80.801	-5.899	57.9	4.4	19.36	610835202	ISC-EHB  	14/02/2009	24:59.1	      	L2     	ISC      	mb    	ISC      	MS    	3.8			
-80.889	-5.883	32.7	5.8	33.64	610835224	ISC-EHB  	15/02/2009	04:50.6	      	L1     	ISC      	mb    	ISC      	MS    	5.7	GCMT     	MW    	6.1
-77.771	-2.725	10	4.7	22.09	610835284	ISC-EHB  	19/02/2009	27:42.6	TRUE  	L3     	ISC      	mb    	ISC      	MS    	3.9			
-78.228	-2.75	24.8	5	25	610835312	ISC-EHB  	21/02/2009	47:31.4	TRUE  	L2     	ISC      	mb    	ISC      	MS    	4.3	GCMT     	MW    	5
-80.949	-4.088	39.7	4.7	22.09	610835400	ISC-EHB  	2/03/2009	39:19.3	      	L1     	ISC      	mb    	ISC      	MS    	4			
-79.763	-0.978	80.2	4.3	18.49	610835505	ISC-EHB  	10/03/2009	58:29.1	      	L1     	ISC      	mb    						
-71.092	-18.134	30.3	4.9	24.01	610835560	ISC-EHB  	14/03/2009	41:01.1	      	L1     	ISC      	mb    	ISC      	MS    	4			
-70.415	-14.505	207.3	5.1	26.01	610835576	ISC-EHB  	15/03/2009	19:07.5	      	L1     	ISC      	mb    	GCMT     	MW    	5.7			
-81.446	-5.748	13.2	5.5	30.25	610835737	ISC-EHB  	26/03/2009	35:14.7	TRUE  	L2     	ISC      	mb    	ISC      	MS    	5.5	GCMT     	MW    	5.8
-71.203	-16.715	92.9	4.8	23.04	610835804	ISC-EHB  	1/04/2009	41:27.2	      	L1     	ISC      	mb    						
-77.992	0.693	10	4.6	21.16	610835827	ISC-EHB  	3/04/2009	46:46.5	TRUE  	L3     	ISC      	mb    	ISC      	MS    	4			
-74.338	-7.967	150.7	4.6	21.16	610835911	ISC-EHB  	8/04/2009	06:22.3	      	L1     	ISC      	mb    						
-75.392	-14.409	70.5	4.7	22.09	610835973	ISC-EHB  	12/04/2009	24:39.5	      	L1     	ISC      	mb    						
-74.727	-15.641	49.4	4.5	20.25	610835995	ISC-EHB  	14/04/2009	45:41.3	      	L2     	ISC      	mb    	ISC      	MS    	4			
-75.508	-10.385	35	4.3	18.49	610836016	ISC-EHB  	15/04/2009	26:33.1	TRUE  	L3     	ISC      	mb    	ISC      	MS    	4.1			
-71.247	-9.683	628.1	4.7	22.09	610836118	ISC-EHB  	21/04/2009	32:24.1	      	L1     	ISC      	mb    						
-73.37	-14.751	93.2	4.2	17.64	610836157	ISC-EHB  	25/04/2009	51:55.4	      	L2     	ISC      	mb    						
-77.227	-4.818	117.3	4.5	20.25	610836205	ISC-EHB  	30/04/2009	45:38.9	      	L2     	ISC      	mb    						
-77.413	-1.63	188.3	4.9	24.01	610836206	ISC-EHB  	1/05/2009	00:34:10	      	L1     	ISC      	mb    	GCMT     	MW    	5.1			
-70.472	-15.566	185.9	3.9	15.21	610836220	ISC-EHB  	2/05/2009	36:52.5	      	L2     	ISC      	mb    						
-71.653	-18.284	20.1	4.3	18.49	610836245	ISC-EHB  	4/05/2009	40:51.6	TRUE  	L3     	ISC      	mb    	ISC      	MS    	4.5			
-81.693	-3.256	15	4.4	19.36	610836255	ISC-EHB  	5/05/2009	11:00.2	TRUE  	L3     	ISC      	mb    	ISC      	MS    	3.9			
-75.138	-15.744	12.1	5.3	28.09	610836382	ISC-EHB  	18/05/2009	01:02.9	TRUE  	L2     	ISC      	mb    	ISC      	MS    	5.5	GCMT     	MW    	5.8
-75.106	-15.702	17.7	4.8	23.04	610836383	ISC-EHB  	18/05/2009	13:05.9	TRUE  	L2     	ISC      	mb    	ISC      	MS    	5.4	GCMT     	MW    	5.3
-73.416	-11.017	32.1	4.5	20.25	610836377	ISC-EHB  	18/05/2009	12:14.3	      	L1     	ISC      	mb    	ISC      	MS    	3.9			
-69.035	-18.436	124.1	4.5	20.25	610836411	ISC-EHB  	20/05/2009	04:07.3	      	L1     	ISC      	mb    						
-81.001	-2.079	20	4.6	21.16	610836467	ISC-EHB  	25/05/2009	12:42.5	TRUE  	L3     	ISC      	mb    	ISC      	MS    	3.9			
-76.158	-14.493	15	5.1	26.01	610836476	ISC-EHB  	26/05/2009	38:38.5	TRUE  	L3     	ISC      	mb    	ISC      	MS    	4.9	GCMT     	MW    	5.4
-73.43	-14.826	99.6	4.6	21.16	610836566	ISC-EHB  	2/06/2009	37:04.5	      	L1     	ISC      	mb    	GCMT     	MW    	4.9			
-74.668	-8.683	134.2	5.1	26.01	610836611	ISC-EHB  	6/06/2009	51:21.4	      	L1     	ISC      	mb    						
-71.554	-8.748	539.4	5	25	610836635	ISC-EHB  	8/06/2009	20:05.7	      	L1     	ISC      	mb    	GCMT     	MW    	5.4			
-70.874	-17.396	57.9	5.1	26.01	610836686	ISC-EHB  	13/06/2009	10:52.0	      	L1     	ISC      	mb    	GCMT     	MW    	5.2			
-76.202	-13.611	42.2	5.4	29.16	610836708	ISC-EHB  	15/06/2009	04:35.9	      	L1     	ISC      	mb    	ISC      	MS    	4.7	GCMT     	MW    	5.4
-72.705	-14.464	85.7	4.7	22.09	610836759	ISC-EHB  	20/06/2009	00:18.9	      	L2     	ISC      	mb    						
-77.458	-1.627	186.3	4.5	20.25	610836800	ISC-EHB  	24/06/2009	38:41.1	      	L1     	ISC      	mb    						
-74.85	-15.267	73	4.7	22.09	610836868	ISC-EHB  	30/06/2009	41:58.5	      	L1     	ISC      	mb    						
-75.836	-7.267	129.4	4.5	20.25	610836884	ISC-EHB  	2/07/2009	09:51.2	      	L1     	ISC      	mb    						
-70.52	-15.084	191.5	5.6	31.36	610837000	ISC-EHB  	12/07/2009	12:46.7	      	L1     	ISC      	mb    	GCMT     	MW    	6.1			
-80.461	-1.877	28.4	5.3	28.09	610837093	ISC-EHB  	19/07/2009	35:41.7	TRUE  	L2     	ISC      	mb    	ISC      	MS    	4.9	GCMT     	MW    	5.4
-81.804	-3.752	36.5	4.7	22.09	610837129	ISC-EHB  	24/07/2009	19:11.0	      	L2     	ISC      	mb    	ISC      	MS    	4			
-75.401	-12.133	112.5	5	25	610837268	ISC-EHB  	1/08/2009	07:02.8	      	L1     	ISC      	mb    	GCMT     	MW    	5.2			
-75.572	-14.365	45.4	5.2	27.04	610837294	ISC-EHB  	3/08/2009	10:17.7	      	L1     	ISC      	mb    	ISC      	MS    	5.4			
-81.008	-3.986	35	4.5	20.25	610837581	ISC-EHB  	22/08/2009	46:49.9	TRUE  	L3     	ISC      	mb    	ISC      	MS    	4			
-77.858	-7.715	13.8	4.7	22.09	610837620	ISC-EHB  	25/08/2009	00:09.7	      	L2     	ISC      	mb    	ISC      	MS    	4			
-81.316	-5.589	15	5	25	610837638	ISC-EHB  	27/08/2009	56:37.8	TRUE  	L3     	ISC      	mb    	ISC      	MS    	4.5	GCMT     	MW    	5.3
-70.35	-15.491	180	4.7	22.09	610837668	ISC-EHB  	29/08/2009	52:13.2	      	L2     	ISC      	mb    						
-70.337	-15.201	203.9	5.2	27.04	610837761	ISC-EHB  	5/09/2009	58:38.5	      	L1     	ISC      	mb    	GCMT     	MW    	5.8			
-72.91	-16.55	15	4.5	20.25	610837822	ISC-EHB  	11/09/2009	10:01.9	TRUE  	L3     	ISC      	mb    	ISC      	MS    	5.2			
-79.734	-9.15	42.4	4.6	21.16	610837845	ISC-EHB  	14/09/2009	41:31.6	      	L1     	ISC      	mb    	ISC      	MS    	4			
-72.475	-16.672	67.7	4.4	19.36	610837860	ISC-EHB  	15/09/2009	22:55.8	      	L2     	ISC      	mb    						
-77.791	-2.931	20	4.5	20.25	610837863	ISC-EHB  	16/09/2009	44:43.7	TRUE  	L3     	ISC      	mb    	ISC      	MS    	3.8			
-80.472	-1.389	46.6	4.3	18.49	610837864	ISC-EHB  	16/09/2009	40:59.0	      	L2     	ISC      	mb    	ISC      	MS    	4.1			
-69.377	-15.663	260.6	5.7	32.49	610838123	ISC-EHB  	30/09/2009	03:17.5	      	L1     	ISC      	mb    	GCMT     	MW    	5.9			
-79.47	-8.533	51.9	4.7	22.09	610838218	ISC-EHB  	3/10/2009	03:12.4	      	L2     	ISC      	mb    	ISC      	MS    	4			
-77.87	-1.049	17.5	5.3	28.09	610838384	ISC-EHB  	9/10/2009	11:37.1	TRUE  	L2     	ISC      	mb    	ISC      	MS    	4.4	GCMT     	MW    	5.2
-80.302	-4.661	59.8	5	25	610838490	ISC-EHB  	15/10/2009	43:00.5	      	L1     	ISC      	mb    	ISC      	MS    	4.5			
-70.528	-15.391	182.5	4.4	19.36	610838699	ISC-EHB  	30/10/2009	55:59.7	      	L2     	ISC      	mb    						
-77.327	-3.682	119.4	4.4	19.36	610838714	ISC-EHB  	1/11/2009	09:51.8	      	L2     	ISC      	mb    						
-70.41	-15.539	157.8	4.3	18.49	610838768	ISC-EHB  	5/11/2009	43:49.6	      	L2     	ISC      	mb    						
-75.065	-15.77	20.8	5.1	26.01	610839023	ISC-EHB  	28/11/2009	35:35.1	TRUE  	L2     	ISC      	mb    	ISC      	MS    	4.5	GCMT     	MW    	5.1
-75.05	-15.734	23.6	5.1	26.01	610839025	ISC-EHB  	28/11/2009	06:06.6	TRUE  	L2     	ISC      	mb    	ISC      	MS    	4.5	GCMT     	MW    	5.2
-78.227	-1.988	138.4	4.6	21.16	610839184	ISC-EHB  	10/12/2009	20:35.1	      	L1     	ISC      	mb    						
-73.799	-16.117	43.2	4.6	21.16	610839279	ISC-EHB  	19/12/2009	56:14.2	      	L2     	ISC      	mb    	ISC      	MS    	3.9			
-74.1	-15.797	54	5.6	31.36	610839328	ISC-EHB  	24/12/2009	01:58.3	      	L1     	ISC      	mb    	ISC      	MS    	5	GCMT     	MW    	5.5
-77.797	-8.905	112.3	5.8	33.64	610839478	ISC-EHB  	3/01/2010	39:12.7	      	L1     	ISC      	mb    	GCMT     	MW    	5.7			
-81.674	-1.837	15	4.8	23.04	610839488	ISC-EHB  	4/01/2010	33:40.6	TRUE  	L3     	ISC      	mb    	ISC      	MS    	4.7			
-74.158	-16.561	32.7	5	25	610839509	ISC-EHB  	5/01/2010	34:25.4	      	L1     	ISC      	mb    	ISC      	MS    	4.4	GCMT     	MW    	5.1
-74.509	-8.492	146	5.6	31.36	610839814	ISC-EHB  	25/01/2010	52:46.3	      	L1     	ISC      	mb    	GCMT     	MW    	5.9			
-69.441	-17.334	145.5	4.8	23.04	610839883	ISC-EHB  	31/01/2010	50:48.4	      	L1     	ISC      	mb    						
-73.53	-16.742	23.1	4.8	23.04	610839920	ISC-EHB  	4/02/2010	50:29.6	      	L1     	ISC      	mb    	ISC      	MS    	4.2			
-72.259	-15.974	109.7	4.4	19.36	610839915	ISC-EHB  	4/02/2010	24:31.0	      	L1     	ISC      	mb    						
-73.461	-16.708	34	4.7	22.09	610839939	ISC-EHB  	6/02/2010	33:49.0	      	L1     	ISC      	mb    	ISC      	MS    	4.3	GCMT     	MW    	5.2
-77.387	-1.152	211.9	4.6	21.16	610839946	ISC-EHB  	6/02/2010	56:58.5	      	L2     	ISC      	mb    						
-77.523	-1.326	191.4	4.3	18.49	610840039	ISC-EHB  	14/02/2010	39:17.0	      	L2     	ISC      	mb    						
-77.103	-4.665	115.1	4.6	21.16	610840081	ISC-EHB  	18/02/2010	21:04.2	      	L1     	ISC      	mb    						
-79.356	-1.177	104	4.4	19.36	610840091	ISC-EHB  	19/02/2010	37:27.7	      	L1     	ISC      	mb    						
-77.87	-1.584	158.7	4.6	21.16	610840187	ISC-EHB  	26/02/2010	06:15.9	      	L1     	ISC      	mb    						
-80.392	-1.162	54.3	5.4	29.16	610840453	ISC-EHB  	28/02/2010	26:53.8	      	L1     	ISC      	mb    	ISC      	MS    	4.8	GCMT     	MW    	5.3
-74.404	-14.084	99	4.7	22.09	610840961	ISC-EHB  	19/03/2010	18:30.1	      	L1     	ISC      	mb    						
-69.576	-16.228	210	4.9	24.01	610841009	ISC-EHB  	22/03/2010	00:43.2	      	L1     	ISC      	mb    	GCMT     	MW    	5.3			
-74.637	-15.361	53.1	5.2	27.04	610841044	ISC-EHB  	23/03/2010	19:24.9	      	L1     	ISC      	mb    	ISC      	MS    	4.5	GCMT     	MW    	5.2
-78.339	-1.288	15	4.9	24.01	610841071	ISC-EHB  	26/03/2010	56:37.9	TRUE  	L3     	ISC      	mb    	ISC      	MS    	4.2	GCMT     	MW    	5
-80.763	-4.854	33.7	4.8	23.04	610841090	ISC-EHB  	27/03/2010	50:17.0	      	L2     	ISC      	mb    	ISC      	MS    	3.9			
-78.12	-10.256	66.1	5.3	28.09	610841092	ISC-EHB  	28/03/2010	08:24.7	      	L1     	ISC      	mb    	GCMT     	MW    	5.2			
-76.57	-4.307	104.8	4.3	18.49	610841252	ISC-EHB  	10/04/2010	20:00.8	      	L2     	ISC      	mb    						
-77.52	-4.49	40.7	4.9	24.01	610841284	ISC-EHB  	12/04/2010	51:30.4	      	L2     	ISC      	mb    	ISC      	MS    	4.1			
-78.377	0.192	15	4	16	610841379	ISC-EHB  	18/04/2010	35:04.4	TRUE  	L3     	ISC      	mb    						
-69.509	-17.115	164.6	4.5	20.25	610841399	ISC-EHB  	20/04/2010	08:28.8	      	L1     	ISC      	mb    						
-69.47	-18.174	122.4	4.7	22.09	610841429	ISC-EHB  	23/04/2010	14:16.7	      	L1     	ISC      	mb    						
-69.677	-18.09	118.2	4.6	21.16	610841435	ISC-EHB  	24/04/2010	17:05.4	      	L1     	ISC      	mb    						
-75.117	-8.148	132.5	4.5	20.25	610841469	ISC-EHB  	26/04/2010	30:45.5	      	L1     	ISC      	mb    						
-80.839	-4.157	26.7	4.5	20.25	610841555	ISC-EHB  	3/05/2010	12:34.4	      	L1     	ISC      	mb    	ISC      	MS    	3.8			
-70.569	-18.069	40.6	6.6	43.56	610841588	ISC-EHB  	6/05/2010	42:48.2	      	L1     	ISC      	mb    	ISC      	MS    	5.9	GCMT     	MW    	6.2
-77.556	-5.112	131.6	6	36	610841731	ISC-EHB  	19/05/2010	15:43.0	      	L1     	ISC      	mb    	GCMT     	MW    	6			
-78.279	-1.957	139.3	4.4	19.36	610841750	ISC-EHB  	20/05/2010	38:52.3	      	L2     	ISC      	mb    						
-69.743	-13.467	620	4.4	19.36	610841765	ISC-EHB  	22/05/2010	48:12.9	TRUE  	L3     	ISC      	mb    						
-74.4	-13.984	105.4	6.2	38.44	610841786	ISC-EHB  	23/05/2010	46:52.2	      	L1     	ISC      	mb    	GCMT     	MW    	6.1			
-71.59	-8.12	578.9	6	36	610841792	ISC-EHB  	24/05/2010	18:28.9	      	L1     	ISC      	mb    	GCMT     	MW    	6.5			
-73.299	-15.193	100.5	4.4	19.36	610841862	ISC-EHB  	30/05/2010	48:22.1	      	L1     	ISC      	mb    						
-72.677	-17.301	28.4	4.8	23.04	610841966	ISC-EHB  	8/06/2010	32:23.1	TRUE  	L2     	ISC      	mb    	ISC      	MS    	4.6	GCMT     	MW    	5.1
-70.522	-15.168	196.8	4.9	24.01	610841972	ISC-EHB  	9/06/2010	54:58.0	TRUE  	L2     	ISC      	mb    	GCMT     	MW    	5			
-70.743	-15.503	156.8	4.5	20.25	610841996	ISC-EHB  	10/06/2010	28:40.2	      	L2     	ISC      	mb    						
-68.971	-18.98	120.3	4.8	23.04	610842142	ISC-EHB  	24/06/2010	04:41.2	      	L1     	ISC      	mb    						
-77.267	-4.825	118.6	5	25	610842163	ISC-EHB  	26/06/2010	40:14.0	      	L1     	ISC      	mb    	GCMT     	MW    	5.2			
-75.155	-6.095	22.8	4.5	20.25	610842242	ISC-EHB  	2/07/2010	28:19.2	      	L1     	ISC      	mb    						
-80.526	-8.69	18.8	5.3	28.09	610842268	ISC-EHB  	4/07/2010	57:42.7	      	L1     	ISC      	mb    	ISC      	MS    	5	GCMT     	MW    	5.6
-80.028	-8.619	30	4.8	23.04	610842288	ISC-EHB  	6/07/2010	47:56.1	TRUE  	L3     	ISC      	mb    						
-73.328	-15.137	101.7	4.8	23.04	610842343	ISC-EHB  	11/07/2010	36:29.1	      	L1     	ISC      	mb    						
-70.129	-17.166	120.5	4.7	22.09	610842354	ISC-EHB  	12/07/2010	44:49.8	      	L1     	ISC      	mb    						
-70.299	-17.43	97.2	4.6	21.16	610842703	ISC-EHB  	5/08/2010	52:46.6	      	L1     	ISC      	mb    						
-72.858	-14.111	84.6	5	25	610842755	ISC-EHB  	10/08/2010	52:40.5	      	L1     	ISC      	mb    	GCMT     	MW    	5.1			
-72.362	-12.072	40.9	4.9	24.01	610842799	ISC-EHB  	12/08/2010	24:18.3	      	L1     	ISC      	mb    	ISC      	MS    	4.2			
-77.324	-1.266	209.9	6.3	39.69	610842805	ISC-EHB  	12/08/2010	54:15.7	      	L1     	ISC      	mb    	GCMT     	MW    	7.1			
-77.282	-1.35	216.9	4.4	19.36	610842836	ISC-EHB  	14/08/2010	39:17.6	      	L2     	ISC      	mb    						
-80.087	-5.441	64.8	5.2	27.04	610842908	ISC-EHB  	17/08/2010	22:50.2	      	L1     	ISC      	mb    						
-75.158	-7.466	124.7	5.1	26.01	610843003	ISC-EHB  	27/08/2010	40:56.6	      	L1     	ISC      	mb    	GCMT     	MW    	5.3			
-76.248	-6.705	42.6	4.8	23.04	610843062	ISC-EHB  	2/09/2010	28:10.7	      	L2     	ISC      	mb    	ISC      	MS    	4.2			
-76.275	-14.619	19.9	5.1	26.01	610843097	ISC-EHB  	4/09/2010	30:01.1	      	L1     	ISC      	mb    	ISC      	MS    	4.8	GCMT     	MW    	5.4
-75.454	-14.947	56	4.5	20.25	610843093	ISC-EHB  	4/09/2010	49:23.5	      	L2     	ISC      	mb    						
-74.404	-7.918	156.7	4.9	24.01	610843094	ISC-EHB  	4/09/2010	50:24.3	      	L1     	ISC      	mb    						
-69.291	-18.142	127.1	4.7	22.09	610843149	ISC-EHB  	8/09/2010	47:26.2	      	L1     	ISC      	mb    						
-80.591	-4.347	50.1	5.2	27.04	610843185	ISC-EHB  	11/09/2010	55:24.1	      	L1     	ISC      	mb    	ISC      	MS    	4.3	GCMT     	MW    	5.2
-70.822	-14.641	171.9	5.5	30.25	610843202	ISC-EHB  	13/09/2010	15:48.7	      	L1     	ISC      	mb    	GCMT     	MW    	5.8			
-76.148	-13.428	50.5	5.9	34.81	610843287	ISC-EHB  	22/09/2010	00:14.2	      	L1     	ISC      	mb    	ISC      	MS    	5.1	GCMT     	MW    	5.7
-75.391	-15.559	26	4.6	21.16	610843293	ISC-EHB  	23/09/2010	26:36.9	TRUE  	L3     	ISC      	mb    	ISC      	MS    	4.2			
-74.4	-7.805	149.4	5.6	31.36	610843309	ISC-EHB  	24/09/2010	19:01:32	      	L1     	ISC      	mb    	GCMT     	MW    	5.5			
-75.904	-14.908	20	5	25	610843356	ISC-EHB  	27/09/2010	35:24.9	TRUE  	L2     	ISC      	mb    	ISC      	MS    	4.8	GCMT     	MW    	5.3
-69.189	-18.109	143.8	4.5	20.25	610843344	ISC-EHB  	27/09/2010	45:44.3	      	L1     	ISC      	mb    						
-71.342	-7.953	621.3	5	25	610843404	ISC-EHB  	30/09/2010	30:45.6	      	L1     	ISC      	mb    	GCMT     	MW    	5.3			
-76.24	-4.462	113	4.9	24.01	610843423	ISC-EHB  	2/10/2010	54:03.6	      	L1     	ISC      	mb    						
-76.047	-14.861	19.8	4.9	24.01	610843449	ISC-EHB  	4/10/2010	11:30.0	TRUE  	L2     	ISC      	mb    	ISC      	MS    	4.4	GCMT     	MW    	5.2
-76.018	-14.895	28	4.9	24.01	610843459	ISC-EHB  	5/10/2010	22:22.6	TRUE  	L3     	ISC      	mb    	ISC      	MS    	4.2			
-76.711	-2.74	122.8	5.2	27.04	610843519	ISC-EHB  	9/10/2010	04:47.3	      	L1     	ISC      	mb    	GCMT     	MW    	5.2			
-69.288	-18.79	110	4.5	20.25	610843564	ISC-EHB  	15/10/2010	39:02.3	      	L2     	ISC      	mb    						
-72.315	-11.9	13.5	5.1	26.01	610843585	ISC-EHB  	17/10/2010	27:50.0	TRUE  	L2     	ISC      	mb    	ISC      	MS    	4	GCMT     	MW    	4.8
-80.932	-0.502	15	4.8	23.04	610843609	ISC-EHB  	20/10/2010	05:56.3	TRUE  	L3     	ISC      	mb    	ISC      	MS    	4			
-80.882	-0.394	15	4.5	20.25	610843620	ISC-EHB  	20/10/2010	16:05:53	TRUE  	L3     	ISC      	mb    	ISC      	MS    	4.1			
-71.241	-18.396	34	4.5	20.25	610843646	ISC-EHB  	22/10/2010	26:23.8	      	L2     	ISC      	mb    						
-71.7	-6.362	607.7	3.9	15.21	610843668	ISC-EHB  	24/10/2010	56:42.9	      	L2     	ISC      	mb    						
-71.298	-8.054	620.4	4.6	21.16	610843744	ISC-EHB  	30/10/2010	53:59.8	      	L1     	ISC      	mb    						
-76.22	-13.768	37.2	5	25	610843777	ISC-EHB  	3/11/2010	45:22.1	      	L1     	ISC      	mb    	ISC      	MS    	4	GCMT     	MW    	5
-69.427	-18.958	106.1	5	25	610843825	ISC-EHB  	6/11/2010	15:42.2	      	L1     	ISC      	mb    	GCMT     	MW    	5			
